historic,memorial,artist_name,artist_name:en,artist_name:ru,artwork_type,height,min_height,name,name:de,name:en,name:fa,name:fr,name:hy,name:ml,name:ru,name:tr,start_date,tourism,wikidata,wikipedia,material,wikipedia:fr,wikipedia:hy,wikipedia:ru,amenity,man_made,wikimedia_commons,author,architect,year,statue,subject:wikidata,subject:wikipedia,check_date,fountain,access,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:street,email,fax,fee,name:ca,opening_hours,phone,website,memorial:subject:ru,name:ja,name:simple,contact:facebook,contact:linkedin,contact:twitter,contact:youtube,facebook,name:uk,wheelchair,contact:instagram,inscription,inscription:hy,inscription:ru,contact:email,contact:website,alt_name:en,charge,name:pl,artist_name:hy,memorial:conflict,operator,operator:en,operator:hy,operator:ref,price,wikipedia:en,seasonal,bottle,stele,war_memorial,drinking_water,zoo,material:wikidata,capacity,fixme,museum,was:amenity,contact:phone,layer,disused:amenity,payment:american_express,payment:mastercard,payment:visa,note,internet_access,description,addr:city:en,addr:street:en,alt_name,artist:wikipedia,monument,model,model:wikidata,vehicle:type,name:etymology:wikidata,location,source,covered,lit,subject:en,level,colour,type,religion,year_of_construction,short_name,short_name:en,short_name:hy,openplaques:id,historic:civilization,ruins,surface,backrest,seats,memorial:subject,subject:wikipedia:ru,outdoor_seating,description:ru,ele,archaeological_site,image,support,inscription:en,building,building:levels,int_name,area,loc_name,highway,name:etymology,building:colour,building:material,roof:shape,denomination,instagram,roof:levels,building:levels:underground,attraction,alt_name:hy,alt_name:ru,bridge:structure,old_name,old_name:en,old_name:hy,old_name:ru,building:facade:colour,building:facade:material,fence,fence_type,contact:tiktok,toilets:wheelchair,tomb,historic:period,area:highway,architect:wikidata,artist:wikidata,name:ku,artist_name:fr,name:es,payment:cash,payment:credit_cards,wikipedia:de,artwork_subject,addr:floor,description:en,sculpture_type,nat_name,panoramax,name:prg,barrier,railing,handrail,incline,ramp,step_count,smoothness,tunnel,orig_geom_type,orig_geom_wkt,feature_id,dist_to_g_m,lon,lat,geometry_wkt
building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Երևան,AM,,3,0010,Տիգրան Մեծի պողոտա,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protected building https://www.arlis.am/hy/acts/210710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458625.098649 4447337.796324, 458641.979886 4447337.282181, 458641.64812 4447326.439531, 458624.766373 4447326.864879, 458624.839819 4447329.395222, 458625.03566 4447335.621116, 458625.098649 4447337.796324))",904,272.57314949533117,44.51414067051938,40.175347366419935,POINT (44.514141 40.175347)
building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Երևան,AM,,24,0010,Հանրապետության փողոց,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458577.758209 4447323.736821, 458573.923676 4447321.626673, 458561.600212 4447314.845647, 458556.14305 4447311.84532, 458548.37786 4447325.818084, 458547.720206 4447326.998264, 458556.294759 4447331.757459, 458553.849444 4447336.110868, 458555.23275 4447336.83587, 458556.565276 4447337.616649, 458559.002078 4447333.263288, 458569.326943 4447338.911985, 458577.758209 4447323.736821))",905,254.4451859918992,44.513315300883804,40.17527425013243,POINT (44.513315 40.175274)
memorial,,,,,,,,MEMORIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Երևան,AM,,14/4,0087,Այվազովսկու փողոց,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((459267.04468 4442626.548335, 459267.054537 4442639.468292, 459335.475586 4442639.389164, 459335.465846 4442626.469208, 459267.04468 4442626.548335))",906,5003.195607676875,44.52228149998392,40.13304070069464,POINT (44.522281 40.133041)
building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Երևան,AM,,10,,Մհեր Մկրտչյան փողոց,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458459.661777 4447286.268101, 458462.512384 4447281.301948, 458467.224944 4447272.740346, 458468.89052 4447273.696877, 458473.144192 4447276.148762, 458478.888737 4447266.349427, 458485.330339 4447270.298872, 458482.77381 4447274.553017, 458477.923117 4447282.771275, 458471.791444 4447293.39412, 458461.310323 4447287.224724, 458459.661777 4447286.268101))",907,295.1070113807905,44.51225011537353,40.17485486241798,POINT (44.51225 40.174855)
ruins,,,,,,,,Սուրբ Հովհաննես եկեղեցի,,Church of Saint John,,,,,Церковь святого Оганеса,,,,Q42796774,hy:Սուրբ Հովհաննես եկեղեցի (Ավան),,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,church,,,,,,,,,,,,,church,,,,,,,,,,armenian_apostolic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((464057.255414 4451392.425566, 464064.92624 4451396.751255, 464067.38979 4451392.27744, 464059.923243 4451387.961876, 464058.640623 4451390.243426, 464057.255414 4451392.425566))",908,6744.937654012851,44.57767608661258,40.21217355014889,POINT (44.577676 40.212174)
,,,,,,,,Կոմիտասի թանգարան-ինստիտուտ,,Komitas Museum-Institute,,,Կոմիտասի թանգարան-ինստիտուտ,,Музей-институт Комитаса,,2015,museum,Q20516936,,,,,,,,,,,,,,,2025-11-29,,,Երևան,AM,,28,,Արշակունյաց պողոտա,,,yes,,Mo-Sa 10:00-16:30,+374 11 57 05 70,https://komitasmuseum.am/,,,,,,,,https://www.facebook.com/KomitasStateMuseumInstitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((457643.644884 4445893.689767, 457639.615119 4445894.911104, 457630.926543 4445897.557104, 457626.909196 4445882.750334, 457630.785931 4445881.574247, 457628.160635 4445872.032063, 457603.431955 4445878.464171, 457606.025208 4445888.361718, 457609.664738 4445887.408943, 457613.540702 4445901.295216, 457605.37036 4445903.716347, 457612.769834 4445930.90258, 457648.4312 4445921.123759, 457645.794376 4445912.558412, 457652.028534 4445911.113842, 457648.815506 4445898.50031, 457645.337092 4445899.330067, 457643.644884 4445893.689767))",909,1884.5145512207473,44.50244603385347,40.16241411904352,POINT (44.502446 40.162414)
,,,,,,,,Շառլ Ազնավուրի կեցավայր,,Museum of Charle Aznavour,,,Շառլ Ազնավուրի կեցավայր,,,,2017,museum,Q5075276,,,,,,,,,,,,,,,,,,Երևան,AM,,192,,Վերին Անտառային փողոց,,,,Museu de Charles Aznavour,,,https://aznavourfoundation.org/en/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458693.70474 4449320.507053, 458691.203998 4449320.842617, 458674.356011 4449273.70512, 458675.59633 4449273.254345, 458674.334402 4449269.753712, 458695.956574 4449268.403421, 458696.267779 4449270.832575, 458698.438 4449287.892193, 458690.515866 4449288.390587, 458693.443758 4449317.922228, 458693.70474 4449320.507053))",910,1740.8476171556167,44.51466066114684,40.193104025232714,POINT (44.514661 40.193104)
memorial,,,,,,,,Անդրանիկ Զորավարի արձան,,Andranik Zoravar monument,,,Անդրանիկ Զորավարի արձան,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((452845.991585 4447308.790771, 452857.298617 4447310.107753, 452856.902664 4447313.517884, 452861.827621 4447314.086573, 452861.415261 4447317.596705, 452881.83096 4447319.978033, 452883.33493 4447307.181604, 452885.275229 4447290.619598, 452864.109645 4447288.154135, 452863.543676 4447292.975009, 452859.547381 4447292.500428, 452858.957257 4447297.543451, 452847.462755 4447296.205435, 452845.991585 4447308.790771))",911,5644.6521351954125,44.44639858969511,40.17477167299705,POINT (44.446399 40.174772)
,,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,Երևան,AM,,3/1,,Ավետիք Իսահակյան փողոց,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((459241.977993 4448671.167799, 459248.598968 4448670.788005, 459249.042732 4448667.833074, 459253.723427 4448667.574743, 459253.584025 4448663.823773, 459253.880232 4448663.500282, 459255.682895 4448661.537005, 459257.781766 4448659.250238, 459262.010697 4448658.883351, 459260.495258 4448654.118618, 459263.691709 4448653.302206, 459263.088877 4448647.27828, 459250.727102 4448642.35002, 459247.77756 4448644.752373, 459231.637783 4448636.991874, 459226.532903 4448642.258502, 459236.659382 4448657.321768, 459234.16593 4448660.631848, 459241.977993 4448671.167799))",912,1313.1059515674592,44.52127745496663,40.18728042342435,POINT (44.521277 40.18728)
building,,,,,,,,Հռիփսիմյան օրիորդաց դպրոց,,Hripsime School for Girls,,,Հռիփսիմյան օրիորդաց դպրոց,,Женская гимназия Святой Рипсимэ,,1898,,Q13053822,en:Hripsime School for Girls (Yerevan),,,,,,,,,,,,,,,,,Երևան,AM,,6,0010,Ամիրյան փողոց,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458252.904908 4447827.477189, 458262.823149 4447838.200309, 458265.084276 4447840.640877, 458276.843238 4447830.086685, 458278.899117 4447832.361893, 458286.049372 4447825.940068, 458283.967829 4447823.6428, 458299.480619 4447809.848999, 458286.718295 4447795.955888, 458270.870285 4447810.717245, 458252.904908 4447827.477189))",913,333.289525063053,44.50993050001471,40.179696258491454,POINT (44.509931 40.179696)
memorial,,,,,,,,Այբուբեն,,Alphabet,,,Այբուբեն,,Алфавит,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armenian Alphabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((452837.549095 4447230.245193, 452836.064622 4447222.950733, 452831.718364 4447216.884011, 452825.283251 4447213.105796, 452817.853209 4447212.264163, 452810.731909 4447214.506376, 452805.12597 4447219.436407, 452802.026304 4447226.204479, 452801.962104 4447233.652897, 452804.942285 4447240.482921, 452810.44857 4447245.5101, 452817.538982 4447247.874528, 452824.976323 4447247.162133, 452831.484218 4447243.502975, 452835.934079 4447237.514585, 452837.549095 4447230.245193))",914,5694.344734407866,44.44586673327472,40.174101188142096,POINT (44.445867 40.174101)
archaeological_site,,,,,,,,Էրեբունու ամրոց,,Erebuni Fortress,,,,,Крепость Эребуни,,,,Q733610,en:Erebuni Fortress,,,,,,,,,,,,,,,,,Երևան,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Արին Բերդ,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((460721.535654 4443494.471135, 460716.073385 4443499.050334, 460727.343537 4443508.892753, 460724.0769 4443513.04987, 460625.472529 4443511.242236, 460607.656473 4443512.20069, 460587.421947 4443516.590471, 460553.119243 4443515.326172, 460545.909621 4443504.974463, 460546.454848 4443500.076673, 460646.807213 4443379.256324, 460664.354421 4443364.202805, 460688.284176 4443360.992811, 460694.103275 4443375.902728, 460698.475432 4443374.64797, 460704.790106 4443396.414907, 460718.123126 4443467.228094, 460721.535654 4443494.471135))",915,4667.027412767003,44.538149386764566,40.14030236636981,POINT (44.538149 40.140302)
building,,,,,,,,Aghasi Khanjian house,,,,,Աղասի Խանջյանի առանձնատուն,,дом Агаси Ханджяна,,,,Q29148166,,tuff,,,,,,,,,,,,,,,,Երևան,,,10,,Ծիծեռնակաբերդի խճուղի,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((456884.478104 4448107.901767, 456893.369609 4448136.854855, 456905.038507 4448133.314085, 456896.14698 4448104.349884, 456884.478104 4448107.901767))",916,1699.6814405876282,44.49366810853291,40.18236000010019,POINT (44.493668 40.18236)
,,,,,,,,Բուսաբանական թանգարան,,Botanical museum,,,Բուսաբանական թանգարան,,Ботанический музей,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Mo-Fr 10:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((462362.047715 4451317.391728, 462364.328894 4451315.793094, 462358.843506 4451307.950703, 462347.396058 4451316.143894, 462352.992022 4451323.974625, 462355.230318 4451322.309603, 462367.757617 4451339.551693, 462366.451286 4451340.390684, 462372.987637 4451349.093625, 462381.932249 4451342.422507, 462375.516365 4451333.985353, 462374.575061 4451334.644928, 462368.199995 4451325.863484, 462362.047715 4451317.391728))",917,5388.80394785468,44.55774528686236,40.21153668501675,POINT (44.557745 40.211537)
ruins,,,,,,,,Katoghike Tsiranavor Church of Avan,,Katoghike Tsiranavor Church of Avan,,,Ավանի Սուրբ Աստվածածին Կաթողիկե Եկեղեցի,,Аванская церковь Пресвятой Богородицы Катогике,,,,Q3849018,en:Katoghike Tsiranavor Church of Avan,,,,,,,,,,,,,,,,,Երևան,AM,,,0060,,,,,,,,http://www.armeniapedia.org/wiki/Avan_Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,armenian_apostolic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((463565.657493 4451724.110751, 463585.360485 4451726.668546, 463587.797891 4451708.031418, 463568.094852 4451705.473618, 463565.657493 4451724.110751))",918,6550.529680271157,44.57195135001486,40.21506905007433,POINT (44.571951 40.215069)
,,,,,,,,,,Arthur Tarkhanyan Centre,,,,,,,2020,museum,Q94770796,,,,,,,,,,,,,,,,,,Երևան,AM,,188/16,,Վերին Անտառային փողոց,,,,,,,http://tarkhanyancenter.am/,,,,,,,,https://www.facebook.com/tarkhanyancenter/,,,,,,,,,Center Of Architecture and Museum of the Armenian Modernism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4452251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,https://www.instagram.com/tarkhanyan_center/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458030.590885 4449458.657223, 458030.117795 4449439.379485, 458049.556668 4449438.905249, 458050.038221 4449458.18294, 458030.590885 4449458.657223))",919,1933.0030754233069,44.50703437560888,40.19438379995504,POINT (44.507034 40.194384)
,,,,,,,,Կալենցի Թանգարան,,Galentz museum,,,,,Музей Каленца,,,museum,,,,,,,,,,,,,,,,,,,Երևան,AM,,18,,Կալենցի փողոց,,,,,Tu-Su 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((456543.706305 4449964.468084, 456562.473427 4449973.228937, 456570.508029 4449959.862933, 456560.148515 4449953.762075, 456555.430852 4449959.283626, 456549.609824 4449959.428099, 456543.706305 4449964.468084))",920,3081.901484954468,44.48958541292845,40.198933484115436,POINT (44.489585 40.198933)
building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((463830.531647 4448014.291253, 463833.178609 4448030.151128, 463836.74213 4448050.746181, 463852.87848 4448047.871888, 463846.958535 4448011.626452, 463830.531647 4448014.291253))",921,5359.919878061837,44.57528810455179,40.18195305190859,POINT (44.575288 40.181953)
building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((457669.648581 4447729.112943, 457676.612802 4447721.470602, 457682.526554 4447714.766529, 457688.761012 4447719.726539, 457689.623922 4447727.868952, 457679.586678 4447738.647521, 457669.648581 4447729.112943))",922,836.059191333525,44.50293508819587,40.178832967972795,POINT (44.502935 40.178833)
building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((457655.229616 4447743.456911, 457665.541694 4447752.878378, 457679.586678 4447738.647521, 457669.648581 4447729.112943, 457667.997419 4447730.731657, 457656.845972 4447741.705192, 457655.229616 4447743.456911))",923,852.0145922597281,44.50277841285918,40.17897200120612,POINT (44.502778 40.178972)
building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Երևան,AM,,22,0010,Եզնիկ Կողբացու փողոց,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458325.160506 4447969.299958, 458339.594577 4447985.359477, 458347.566806 4447978.256091, 458333.13274 4447962.196557, 458325.160506 4447969.299958))",924,435.018868595336,44.51061069994895,40.18111000007425,POINT (44.510611 40.18111)
,,,,,,,,Լուսիկ Ագուլեցի,,Lusik Aguletsi House-Museum and Art Cafe,,,,,Дом-музей Лусик Агулеци,,,museum,,en:Lusik Aguletsi,,,,,,,,,,,,,,,,,Երևան,AM,,79,,Մուրացանի փողոց,aguletsi.art@gmail.com,,,,Mo-Su 12:00-19:00,055 024424,https://m.facebook.com/LusikAguletsi/?ref=page_internal&mt_nav=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458829.377919 4444820.627063, 458828.338991 4444806.569381, 458843.766102 4444805.442092, 458860.597979 4444804.2073, 458861.636847 4444818.264985, 458840.53105 4444819.811612, 458831.012574 4444820.507172, 458829.377919 4444820.627063))",925,2780.784529858132,44.516786899992056,40.152653700164336,POINT (44.516787 40.152654)
,,,,,,,,Հրանտ Մաթևոսյանի անվան թանգարան-մշակութային կենտրոն,,Hrant Matevossian Museum-Cultural Center,,,Հրանտ Մաթևոսյանի անվան թանգարան-մշակութային կենտրոն,,Музей-культурный центр имени Гранта Матевосяна,,,museum,,,,,,,,,,,,,,,,2025-01-28,,,Երևան,AM,,51/1,,Աբովյան փողոց,,,,,Mo-Su 11:00-18:00,,https://hrantmatevossian.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((459730.862182 4449102.181807, 459731.144925 4449105.721126, 459732.609318 4449108.965556, 459735.074534 4449111.527567, 459737.541105 4449112.7465, 459737.204404 4449113.458679, 459736.842463 4449114.226491, 459741.513142 4449115.333784, 459746.785283 4449114.295621, 459746.161236 4449112.201089, 459748.299199 4449110.857729, 459750.497457 4449108.048879, 459751.620172 4449104.67967, 459753.220751 4449104.726644, 459753.25675 4449100.297645, 459751.740405 4449096.886992, 459749.002092 4449094.193233, 459745.895036 4449092.589216, 459742.462213 4449092.152412, 459738.913826 4449092.39331, 459736.020347 4449094.12919, 459733.460676 4449096.207385, 459731.679398 4449098.991818, 459730.862182 4449102.181807))",926,1969.4837395698887,44.527051499360354,40.19135589111964,POINT (44.527051 40.191356)
building,,,,,,,,Historic building of Persian embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,embassy,1,,,,,,black,tuff,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458670.387966 4447403.447912, 458675.785297 4447406.426447, 458679.891371 4447399.033768, 458674.494037 4447396.05523, 458670.387966 4447403.447912))",927,242.20840922652158,44.51462665000693,40.1759686500136,POINT (44.514627 40.175969)
,,,,,,,,Ֆրիտյոֆ Նանսենի թանգարան,,Fridtjof Nansen Museum,,,,,Музей Фритьофа Нансена,,,museum,Q20517393,,,,,,,,,,,,,,,,,,,,,,,,,,,,"off ""Закрыт на ремонт""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Весь 2022 был закрыт на ремонт и вряд ли будет, на завершение ремонта нет средств",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((462735.68716 4449945.542106, 462737.042706 4449944.270051, 462738.818859 4449943.717404, 462740.658696 4449943.996923, 462742.18745 4449945.054958, 462743.08022 4449946.593418, 462743.233613 4449948.357518, 462742.63753 4449950.025417, 462741.384118 4449951.296968, 462739.71894 4449951.915665, 462737.939395 4449951.780145, 462736.283522 4449950.833735, 462735.22871 4449949.229477, 462735.01508 4449947.332477, 462735.68716 4449945.542106))",928,4856.364455641742,44.56221062726002,40.19910190030224,POINT (44.562211 40.199102)
,,,,,,,,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((462745.262426 4450615.152997, 462748.021279 4450615.439084, 462750.512286 4450616.636671, 462752.436982 4450618.625133, 462753.57278 4450621.139174, 462753.781436 4450623.757684, 462753.121593 4450626.291678, 462751.668586 4450628.485492, 462749.582855 4450630.083041, 462747.084794 4450630.905642, 462744.454916 4450630.885313, 462741.97401 4450630.00957, 462739.735142 4450628.166957, 462738.309986 4450625.654346, 462737.878849 4450622.79274, 462738.503277 4450619.981425, 462740.099864 4450617.564906, 462742.457547 4450615.888315, 462745.262426 4450615.152997))",929,5225.576078663129,44.562250401180755,40.20518730079845,POINT (44.56225 40.205187)
building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458325.160506 4447969.299958, 458333.13274 4447962.196557, 458342.84205 4447953.596223, 458338.284696 4447948.50434, 458335.277754 4447945.12438, 458317.596205 4447960.828133, 458323.986884 4447967.985555, 458325.160506 4447969.299958))",930,422.2597713217847,44.510539536327876,40.18096044982625,POINT (44.51054 40.18096)
memorial,sculpture,,,,,,,Բռնադատվածների հուշահամալիրը,,Memorial to the victims of political repression,یادبود قربانیان سرکوب سیاسی,,Բռնադատվածների հուշահամալիրը,,Мемориал жертвам политических репрессий,,2008,,,,basalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygon,"POLYGON ((458728.431149 4449503.819094, 458760.331129 4449503.300833, 458760.843213 4449534.743756, 458728.943365 4449535.262017, 458728.431149 4449503.819094))",931,1961.9964695492126,44.51530709999367,40.195053900155926,POINT (44.515307 40.195054)
